,generator,sample_index,input_prompt,total_output
751,gumbel_watermarked,251,"</s>As royal newlyweds, Prince Harry and Meghan Markle have to walk a careful line: while theyâ€™ve often proved themselves to be affectionate partners, royal protocol dictates that sometimes they have to scale back their public displays of","</s>As royal newlyweds, Prince Harry and Meghan Markle have to walk a careful line: while theyâ€™ve often proved themselves to be affectionate partners, royal protocol dictates that sometimes they have to scale back their public displays of affection to their childrenwleenprinces, who have developed a similar style of dress while still having to help as their family continue to stir the gaseous currents.
Two newlyweds turned couples were baffled by this oversight as these attire selections"
752,gumbel_watermarked,252,"</s>As the crow flies Denniffâ€™s Cottage on Ringarogey island in Roaring Water Bay is just a few minutesâ€™ boat ride to Baltimore, Co Cork. In contrast, the scenic route is by car,","</s>As the crow flies Denniffâ€™s Cottage on Ringarogey island in Roaring Water Bay is just a few minutesâ€™ boat ride to Baltimore, Co Cork. In contrast, the scenic route is by car, and bikes typically are the better choice to see the city.
Denniffâ€™s Cottage on North Ringarogey Island is just one of many awesome open space facilities in Ringarogey Island.
Our Island takes these facilities to"
753,gumbel_watermarked,253,"</s>Reince Priebus, the Republican National Committee chairman, entered a lobby elevator at Trump Tower on Fifth Avenue in New York on Saturday.
President-elect Donald Trump on Sunday said he would deport 2 million to 3 million undocumented immigrants when he takes office","</s>Reince Priebus, the Republican National Committee chairman, entered a lobby elevator at Trump Tower on Fifth Avenue in New York on Saturday.
President-elect Donald Trump on Sunday said he would deport 2 million to 3 million undocumented immigrants when he takes office in January.
TRENDING: Pew Research Lab: Latino Marriage to Turn Close
The president-elect also wants to legalizeaqueous marijuana, ""taking away the illicitities of minors,"" Trump said.
The president-elect also wants to"
754,gumbel_watermarked,254,"</s>A broken speed camera in Leeds is flashing drivers who pass through it travelling at BELOW the speed limit.
The speed camera on York Road in Killinbeck Leeds has a 40mph speed limit.
But the camera has malfunctioned and drivers have","</s>A broken speed camera in Leeds is flashing drivers who pass through it travelling at BELOW the speed limit.
The speed camera on York Road in Killinbeck Leeds has a 40mph speed limit.
But the camera has malfunctioned and drivers have turned to their phones to check their speed - prompting the police to try to stopped the car.
Read More: North Yorkshire Police�s speed camera ""Sysperm"" is causing 'deechiness'
Assistant Commissioner John Browning said: """
755,gumbel_watermarked,255,"</s>What are neutrophils and what do they do?
Neutrophils are a type of white blood cell that helps heal damaged tissues and resolve infections. Neutrophil blood levels increase naturally in response to infections, injuries, and other","</s>What are neutrophils and what do they do?
Neutrophils are a type of white blood cell that helps heal damaged tissues and resolve infections. Neutrophil blood levels increase naturally in response to infections, injuries, and other possibilities. As a result, bacteria are shed by the wound or in the form of antibodies or blood clumps as their host's� cells become gaseous loss.
Neutrophils are the white cells in the body that are able to"
756,gumbel_watermarked,256,</s>How refreshing! Republicans in Pennsylvania are looking at the impacs of the Marcellus Shale play and trying to come up with honest solutions for dealing with possible problems. One solution: a natural gas tax. This might help take care of the,"</s>How refreshing! Republicans in Pennsylvania are looking at the impacs of the Marcellus Shale play and trying to come up with honest solutions for dealing with possible problems. One solution: a natural gas tax. This might help take care of the issue. As of 1/17/20, the Marcellus Shale has operational capacity to pump “natural” gas that we already see from C. Met American, Janech, and Pampera. If Democratic lawmakers sabotaged"
757,gumbel_watermarked,257,"</s>CAE, based in Montreal, announced a contract amendment with Gulf Aviation Academy (GAA) to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). The change order amends a contract signed in","</s>CAE, based in Montreal, announced a contract amendment with Gulf Aviation Academy (GAA) to provide a CAE 7000 Series Embraer 170/190 full-flight simulator (FFS). The change order amends a contract signed in 2015 to combine two combined FFSs, one of which was offered to World War Two jets during the “Year of theaque”.
Sys Technologies and Metrology Solutions Canadaech Competitor Systems was acquired by QB Electronic Systems,"
758,gumbel_watermarked,258,"</s>Two suspects in a weekend stabbing near the Boise airport made their initial court appearances in Ada County Monday.
Police say Jacob Gibson and Kyle Meyer are responsible for a stabbing in a hotel room near the Boise airport around 4:15 a.m.","</s>Two suspects in a weekend stabbing near the Boise airport made their initial court appearances in Ada County Monday.
Police say Jacob Gibson and Kyle Meyer are responsible for a stabbing in a hotel room near the Boise airport around 4:15 a.m. Monday. The twowleenabee couple were arrested on Aug. 6 and charged with first-degree murder as well as aggravated battery and felon in possession of a weapon. They are scheduled to make their initial appeared in Ada County Democratic Sheriff’"
759,gumbel_watermarked,259,"</s>The victim has been identified as Antonio Marquez-Melgar, 37, of Plainfield.
PLAINFIELD â€“ A fatal pedestrian hit-and-run in the city is under investigation.
The Union County Prosecutor's","</s>The victim has been identified as Antonio Marquez-Melgar, 37, of Plainfield.
PLAINFIELD â€“ A fatal pedestrian hit-and-run in the city is under investigation.
The Union County Prosecutor's Office has identified the victim as Antonio Marquez-Melgar.
In a news release, the Prosecutor's Office announced that authorities think that Marquez-Melgar was struck by the vehicle he was driving.
Quentin Browning, a spokesman"
760,gumbel_watermarked,260,"</s>Forget bingo and shuffleboard. Use of computers and cellphones is linked to higher levels of mental and physical well-being among those over age 80, according to new Stanford research.
And these elders â€” dubbed �","</s>Forget bingo and shuffleboard. Use of computers and cellphones is linked to higher levels of mental and physical well-being among those over age 80, according to new Stanford research.
And these elders â€” dubbed â€”welfare queens are at a much higher risk. The World Health Organization (WHO), for one, has estimated that one in 500 ""welfare queens"" or youth in developing countries may have appeared in the headline Democratic Party Party Party"
